"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "foraging.niche" "body.mass" "habitat.breadth" "main.diet" "foraging.period"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus samoensis" "endemic" "NT" "Ar" 310 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus anetianus" "endemic" "VU" "Ar" 426 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus personatus" "endemic" "LC" "Ar" 127.5 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus griseus" "endemic" "VU" "Ar" 269 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus temminckii" "endemic" "VU" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus brunneus" "endemic" "EX" "Ar" 200 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus capistratus" "endemic" "NT" "Ar" 247.5 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus aruensis" "endemic" "CR" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus macrotis" "endemic" "LC" "Ar" 357 3 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus howensis" "endemic" "DD" "Ar" 232.93 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus gilliardorum" "endemic" "VU" "Ar" 406.94 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus mahaganus" "endemic" "LC" "Ar" 251.4 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus woodfordi" "endemic" "LC" "Ar" 119.33 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus pselaphon" "endemic" "EN" "Ar" 282.86 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus pelagicus" "endemic" "EN" "Ar" 282.86 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus molossinus" "endemic" "EN" "Ar" 284.21 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus tokudae" "endemic" "EX" "Ar" 152 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus pilosus" "endemic" "EX" "Ar" 361.25 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Pteropus" "Pteropus lombocensis" "endemic" "DD" "Ar" 250.3 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Acerodon" "Acerodon jubatus" "endemic" "EN" "Ar" 1075 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Acerodon" "Acerodon humilis" "endemic" "EN" "Ar" 462.47 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Acerodon" "Acerodon leucotis" "endemic" "VU" "Ar" 462.47 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Acerodon" "Acerodon celebensis" "endemic" "VU" "Ar" 390 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Acerodon" "Acerodon mackloti" "endemic" "VU" "Ar" 470.33 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MYZOPODIDAE" "Myzopoda" "Myzopoda aurita" "endemic" "LC" "A" 9.1 4 "O" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MYSTACINIDAE" "Mystacina" "Mystacina tuberculata" "endemic" "VU" "G" 12.6 4 "O" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MYSTACINIDAE" "Mystacina" "Mystacina robusta" "endemic" "CR" "G" 27.25 2 "O" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MORMOOPIDAE" "Pteronotus" "Pteronotus quadridens" "endemic" "LC" "A" 5.16 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MORMOOPIDAE" "Pteronotus" "Pteronotus macleayii" "endemic" "LC" "A" 5.35 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MORMOOPIDAE" "Pteronotus" "Pteronotus parnellii" "endemic" "LC" "A" 19.67 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MORMOOPIDAE" "Mormoops" "Mormoops blainvillei" "endemic" "LC" "A" 8.69 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Monophyllus" "Monophyllus redmani" "endemic" "LC" "Ar" 8.7 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Monophyllus" "Monophyllus plethodon" "endemic" "LC" "Ar" 14.81 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Brachyphylla" "Brachyphylla nana" "endemic" "LC" "Ar" 35.83 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Brachyphylla" "Brachyphylla cavernarum" "endemic" "LC" "Ar" 46.17 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Erophylla" "Erophylla sezekorni" "endemic" "LC" "Ar" 15.8 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Erophylla" "Erophylla bombifrons" "endemic" "LC" "Ar" 16.28 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Phyllonycteris" "Phyllonycteris poeyi" "endemic" "LC" "Ar" 15.36 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Phyllonycteris" "Phyllonycteris aphylla" "endemic" "CR" "Ar" 14.15 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Ariteus" "Ariteus flavescens" "endemic" "LC" "Ar" 11.9 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Ardops" "Ardops nichollsi" "endemic" "LC" "Ar" 17.16 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Phyllops" "Phyllops falcatus" "endemic" "LC" "Ar" 20.91 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Stenoderma" "Stenoderma rufum" "endemic" "NT" "Ar" 20.65 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Chiroderma" "Chiroderma improvisum" "endemic" "EN" "Ar" 35 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PHYLLOSTOMIDAE" "Sturnira" "Sturnira angeli" "endemic" "NT" "Ar" 21.66 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Nyctiellus" "Nyctiellus lepidus" "endemic" "LC" "A" 4.48 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Natalus" "Natalus stramineus" "endemic" "LC" "A" 5.48 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Natalus" "Natalus primus" "endemic" "VU" "A" 5.76 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Natalus" "Natalus jamaicensis" "endemic" "CR" "A" 5.76 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Natalus" "Natalus major" "endemic" "NT" "A" 5.76 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Chilonatalus" "Chilonatalus tumidifrons" "endemic" "NT" "A" 3.62 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NATALIDAE" "Chilonatalus" "Chilonatalus micropus" "endemic" "VU" "A" 2.5 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mormopterus" "Mormopterus doriae" "endemic" "DD" "A" 12.5 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mops" "Mops sarasinorum" "endemic" "DD" "A" 24.17 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Chaerephon" "Chaerephon tomensis" "endemic" "EN" "A" 7.48 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Chaerephon" "Chaerephon bregullae" "endemic" "EN" "A" 14.53 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Chaerephon" "Chaerephon atsinanana" "endemic" "LC" "A" 10.98 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mops" "Mops leucostigma" "endemic" "LC" "A" 26.79 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Chaerephon" "Chaerephon solomonis" "endemic" "EN" "A" 14.53 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mormopterus" "Mormopterus beccarii" "endemic" "LC" "A" 14.85 5 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mormopterus" "Mormopterus minutus" "endemic" "VU" "A" 13.44 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Otomops" "Otomops johnstonei" "endemic" "DD" "A" 24.19 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Otomops" "Otomops papuensis" "endemic" "DD" "A" 16.5 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Otomops" "Otomops formosus" "endemic" "DD" "A" 21.4 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Otomops" "Otomops secundus" "endemic" "DD" "A" 21.4 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Otomops" "Otomops madagascariensis" "endemic" "LC" "A" 25 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mormopterus" "Mormopterus acetabulosus" "endemic" "EN" "A" 11 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Cheiromeles" "Cheiromeles parvidens" "endemic" "LC" "A" 163.5 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MOLOSSIDAE" "Mormopterus" "Mormopterus jugularis" "endemic" "LC" "A" 11.5 4 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus shortridgei" "endemic" "DD" "A" 9.76 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus gleni" "endemic" "LC" "A" 9 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus majori" "endemic" "LC" "A" 9 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus manavi" "endemic" "LC" "A" 7 4 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus robustior" "endemic" "EN" "A" 12.06 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus paululus" "endemic" "DD" "A" 9.76 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus fuscus" "endemic" "EN" "A" 10.73 4 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "MINIOPTERIDAE" "Miniopterus" "Miniopterus tristis" "endemic" "LC" "A" 15.75 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nycticeius" "Nycticeius cubanus" "endemic" "NT" "A" 8.99 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Scotophilus" "Scotophilus celebensis" "endemic" "DD" "A" 26.77 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Scotophilus" "Scotophilus collinus" "endemic" "LC" "A" 28.26 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Scotophilus" "Scotophilus robustus" "endemic" "LC" "A" 26.03 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Plecotus" "Plecotus teneriffae" "endemic" "VU" "S" 8.33 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Plecotus" "Plecotus taivanus" "endemic" "NT" "S" 8.54 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Plecotus" "Plecotus sardus" "endemic" "VU" "S" 7.56 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Lasiurus" "Lasiurus insularis" "endemic" "VU" "A" 14.57 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Lasiurus" "Lasiurus minor" "endemic" "VU" "A" 14.57 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Lasiurus" "Lasiurus degelidus" "endemic" "VU" "A" 14.57 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Lasiurus" "Lasiurus pfeifferi" "endemic" "NT" "A" 14.57 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Eptesicus" "Eptesicus guadeloupensis" "endemic" "EN" "A" 11.42 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Eptesicus" "Eptesicus japonensis" "endemic" "VU" "A" 10.96 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Hesperoptenus" "Hesperoptenus gaskelli" "endemic" "DD" "A" 13.07 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus maderensis" "endemic" "VU" "A" 6.2 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus collinus" "endemic" "LC" "A" 6.75 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Glischropus" "Glischropus javanus" "endemic" "DD" "A" 5.91 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctalus" "Nyctalus furvus" "endemic" "EN" "A" 26.44 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctalus" "Nyctalus azoreum" "endemic" "VU" "A" 21.85 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus papuanus" "endemic" "LC" "A" 5.28 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Arielulus" "Arielulus torquatus" "endemic" "LC" "A" 10.4 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus imbricatus" "endemic" "LC" "A" 6.29 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus angulatus" "endemic" "LC" "A" 3.35 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus endoi" "endemic" "NT" "A" 5.6 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Neoromicia" "Neoromicia malagasyensis" "endemic" "VU" "A" 3.53 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Neoromicia" "Neoromicia matroka" "endemic" "LC" "A" 6.57 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Hypsugo" "Hypsugo bemainty" "endemic" "LC" "A" 9.56 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Chalinolobus" "Chalinolobus tuberculatus" "endemic" "VU" "A" 8.5 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Falsistrellus" "Falsistrellus petersi" "endemic" "DD" "A" 22.77 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus murrayi" "endemic" "EX" "A" 4.7 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Arielulus" "Arielulus cuprosus" "endemic" "VU" "A" 10.4 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus howensis" "endemic" "EX" "A" 7.78 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus microdon" "endemic" "DD" "A" 7.63 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus microtis" "endemic" "LC" "A" 7.1 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus shirleyae" "endemic" "DD" "A" 11.73 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus heran" "endemic" "DD" "A" 7.63 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Nyctophilus" "Nyctophilus nebulosus" "endemic" "CR" "A" 7.78 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Chalinolobus" "Chalinolobus neocaledonicus" "endemic" "EN" "A" 8.71 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus minahassae" "endemic" "DD" "A" 7.45 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus sturdeei" "endemic" "EX" "A" 5.28 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pipistrellus" "Pipistrellus wattsi" "endemic" "LC" "A" 5.28 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Kerivoula" "Kerivoula myrella" "endemic" "DD" "A" 6.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Kerivoula" "Kerivoula agnella" "endemic" "EN" "A" 5.03 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Kerivoula" "Kerivoula muscina" "endemic" "LC" "A" 5.15 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Murina" "Murina ryukyuana" "endemic" "EN" "A" 5.92 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Murina" "Murina tenebrosa" "endemic" "CR" "A" 5.74 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Murina" "Murina puta" "endemic" "LC" "A" 6.73 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis findleyi" "endemic" "EN" "A" 5.9 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis pruinosus" "endemic" "EN" "A" 7.25 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis yanbarensis" "endemic" "CR" "A" 7.74 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis gomantongensis" "endemic" "LC" "A" 7.74 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis macrotarsus" "endemic" "LC" "A" 12.5 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis anjouanensis" "endemic" "DD" "A" 7.74 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis goudoti" "endemic" "LC" "A" 5.56 4 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis martiniquensis" "endemic" "NT" "A" 5.9 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis dominicensis" "endemic" "VU" "A" 5.9 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis moluccarum" "endemic" "LC" "A" 7.74 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis oreias" "endemic" "DD" "A" 8.31 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Myotis" "Myotis stalkeri" "endemic" "DD" "A" 9.05 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "VESPERTILIONIDAE" "Pharotis" "Pharotis imogene" "endemic" "CR" "S" 8.34 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NYCTERIDAE" "Nycteris" "Nycteris javanica" "endemic" "VU" "A" 17.7 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "NYCTERIDAE" "Nycteris" "Nycteris madagascariensis" "endemic" "DD" "A" 17.69 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Coleura" "Coleura seychellensis" "endemic" "CR" "A" 10.57 3 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Coleura" "Coleura kibomalandy" "endemic" "DD" "A" 10.67 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura semicaudata" "endemic" "EN" "A" 6.3 3 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura raffrayana" "endemic" "LC" "A" 5.6 2 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura furax" "endemic" "LC" "A" 11.15 2 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura alecto" "endemic" "LC" "A" 5.25 3 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura dianae" "endemic" "LC" "A" 7.97 2 "I" "CD"
